股票代码,标题,作者ID,最后更新
600900,每天找机会做做T捡盒饭,未知,03-05 10:02
600900,27.19昨天的高点一定要突破啊,未知,03-05 09:44
600900,长江电力都AV了不是我干的,未知,03-05 10:00
600900,AI说今天可能跌到26.5-26.7,未知,03-05 09:25
600900,看涨了，避险资金才会来,未知,03-05 09:56
600900,27.9，给我机会回本吗,未知,03-05 09:55
600900,加油，我28的本呀,未知,03-05 09:55
600900,做波段的可以跑了,未知,03-05 09:48
600900,今天必破28,未知,03-05 04:58
600900,今天大盘要反弹了长电又要跌了，我还没回本啊,未知,03-05 08:41
600900,26,未知,03-05 09:44
600900,和大盘反着来抛压重，挂单不足，依然强制扫单战争没停止迹象,未知,03-05 09:38
600900,虽然买的少但是给我涨,未知,03-05 09:34
600900,今天怎么看？,未知,03-05 09:26
600900,这波行情大概能到27.9,未知,03-05 07:43
600900,电力都大涨你还跌,未知,03-05 09:32
600900,长江电力管理层。你们拿走了266亿。但不能影响股民的分红。70%分红是最低。当然,未知,03-05 06:37
600900,要是长电那时还能活着，才有可能会有点价值？就是2025+54=2079年以后？2,未知,03-03 06:04
600900,长江电力：融资净买入64.94万元，融资余额122.23亿元,未知,03-05 07:37
600900,套牢盘一大堆，别碰,未知,03-05 01:09
600900,长江电力在什么时间买,未知,03-04 11:30
600900,短期还是可以的，核聚变出来之后就不知道了。,未知,03-02 12:20
600900,豆包提示风险了,未知,03-04 10:21
600900,像国贸中心大股东一样投资中国国贸，不要去看股价行情波动，只看中国国贸公司每年创造,未知,03-04 10:21
600900,豆包怎么说,未知,03-04 08:40
600900,长江电力在水电领域，布下天罗地网。一旦电力市场化，潜力不可想象，水电巨无霸。,未知,03-04 04:46
600900,最近不破26，我把分红的钱都给大家，此贴为证。,未知,03-04 07:05
600900,私有化对股民有什么好处？我长期拿着分红，现在成本10元公司每年每股创造1.6元现,未知,03-04 10:11
600900,像长江电力这样的公司最适合个人。家庭投资，永久性持有，听不听由你。不管谁卖掉，都,未知,03-04 08:32
600900,我账户长江电力开始盈利了。好股越跌越买是王道。吃股息也能把本钱赚回来。最好的类债,未知,03-04 07:43
600900,明天继续我就回本了,未知,03-04 03:05
600900,26元割了,未知,03-04 05:57
600900,老夫夜观天象，600900周线破位，此乃大凶之兆,未知,02-20 01:52
600900,可以啊，大跌的时候天天涨点,未知,03-04 04:20
600900,加油噢，我的长江电力,未知,03-04 02:48
600900,今天早上，低吸介入，个人看好，跟上的同学们今天又吃了几个点，明天还有涨停板的机会,未知,03-04 05:32
600900,额滴神哪，你买长电是为了回本[捂脸],未知,03-04 04:24
600900,价升量缩,未知,03-04 02:52
600900,强烈看空大盘，于是强烈看好你,未知,03-04 01:10
600900,没辙了，做点防守的板块，买入,未知,03-04 02:46
600900,银行。保险，券商，格力电器。茅台酒，很多很多。这些都没有护城河的，没有护城河的意,未知,03-04 03:13
600900,趁高位解套拜拜,未知,03-04 02:18
600900,我先走了，外围都跌麻了。,未知,03-04 02:42
600900,今日是昨日放量突破箱体后的突破后洗盘，大家抓紧上车，要启动了,未知,03-04 02:35
600900,感觉有危险，先撤了,未知,03-04 02:18
600900,豆包推荐我买你,未知,03-04 01:46
600900,世界的核心都是围着能源走，长江电力是最优质的资源，不管你是什么分析师，做空长江电,未知,03-04 11:57
600900,牛结束了，还是资金在这避避，,未知,03-04 02:23
600900,桂冠风光无限。涨不停。,未知,03-04 01:59
600900,拜拜各位,未知,03-04 02:16
600900,大盘不死长电不起冲冲冲,未知,03-04 02:12
600900,抛压太重,未知,03-04 02:09
600900,盘口流入大量资金，2点半左右可能拉涨停！,未知,03-04 01:50
600900,冲呀！,未知,03-04 02:01
600900,多少人是豆包来的，集合,未知,03-04 08:36
600900,还有人说长电不行吗，看看这几天大盘,未知,03-04 01:24
600900,油路可能在也不多了,未知,03-04 01:54
600900,主力流入好多资金，不出意外至少五个点。,未知,03-04 01:49
600900,华能水电拉上天了，这个纹丝不动,未知,03-04 01:42
600900,我还是豆包召唤来的没有动静啊,未知,03-04 01:21
600900,整数关很难破，破了起码还能有涨,未知,03-04 01:49
600900,豆包把我召唤来了,未知,03-04 12:57
600900,买入15万，支持点击,未知,03-04 01:45
600900,七涨停001896统一电力市场！首先要统一水电和火电同价上网对吗？,未知,03-01 10:33
600900,两百万满仓，不到27坚决不卖。,未知,03-04 09:58
600900,豆包说这支股票稳的一批,未知,03-04 01:24
600900,我也是豆包,未知,03-04 01:16
600900,还有人忽悠买这个的？这几天外面确实不稳定，但是买这个为什么不等到20以下建仓呢，,未知,03-03 01:01
600900,哈哈，豆包都成股托了吗？也是豆叫俺来等回踩,未知,03-04 01:14
600900,明天石油继续走高,未知,03-04 01:05
600900,老铁，稳得一笔,未知,03-04 12:52
600900,4月是个高点，7月一个高点,未知,03-04 11:23
600900,家人们，这票怎么样，现在适合上车吗？,未知,03-04 08:23
600900,这支是不是26以下入都能赚点,未知,03-04 11:46
600900,主力主买多余主卖，油气已经在下跌边缘，瞬间流出的大量资金要么抄底回科技，要么突然,未知,03-04 11:46
600900,今天早上介入的又吃了一个涨停板。跟上的同学一起发财下午进入，跟着操作的同学一起发,未知,03-03 04:51
600900,真抗打,未知,03-04 11:21
600900,走了拿了一个月多,未知,03-04 11:14
600900,知道为啥它绿了吗，因为我来了，走那儿跌那儿,未知,03-04 09:37
600900,起,未知,03-04 10:40
600900,看盘面，大单超大单还在进，那就依然有支撑。伊朗问题结束不了那么快，避险逻辑短期很,未知,03-04 10:42
600900,坚持住了，买进！,未知,03-04 10:42
600900,加仓,未知,03-04 10:28
600900,卖啥啊，有点格局嘛，涨一分都要压下去,未知,03-04 10:24
600900,挺起来呀！,未知,03-04 10:19
600900,电力板块大涨，你哭斤么？,未知,03-04 10:18
600900,吃相太难看！,未知,03-04 10:16
600900,成本降到26.18长期持有了,未知,03-04 10:13
600900,就这还电力龙头,未知,03-04 10:12
600900,能不能跌二十个点，我还没有买够，我要满仓干,未知,03-04 09:57
600900,啊啊啊，设定了26.49，差3分没有买到,未知,03-04 09:40
600900,今年新进30亿多融资，昨日就跑了一半？,未知,03-04 09:19
600900,卖出被抢，要涨,未知,03-04 09:42
600900,你也在变绿吗,未知,03-04 09:31
600900,现在可以说16年前了，我给我儿子买的全部家产就是长江电力股票。那时候股息率也只有,未知,03-04 09:00
600900,国家能源局召开会议强调，今年是“十五五”开局之年，央地、政企、厂网要协同发力，坚,未知,03-04 09:12
600900,三桶油涨停我能理解，为啥电力股都这么强势？,未知,03-03 06:36
600900,那些等22，23的人还好吗？,未知,03-03 04:50
600900,长江电力：融资净偿还11.49亿元，融资余额122.22亿元,未知,03-04 07:37
600900,大盘绿，你才红，希望大盘绿,未知,03-04 06:50
600900,看似主力砸盘，其实主力已经准备在这里做局，大盘猛涨后，主力资金从科技出来，来这里,未知,01-14 01:55
600900,预测一下，明天能上27.5吗,未知,03-03 06:34
600900,这票合适拿10天半个月吗,未知,03-03 09:22
600900,刚刚清仓了，留下的兄弟们发财，25回来接888,未知,03-03 01:08
600900,清仓啦！啦啦啦,未知,03-03 01:16
600900,昨天三峡能源涨了，但他永远不可能分红有长江电力的十分之一。因为他们的资产质量与长,未知,02-28 05:34
600900,明天就靠你了老弟,未知,03-03 11:40
600900,长江电力到底值多少钱。是太阳能的8倍，是中国广核10倍，是节能风电。三峡能源的1,未知,03-03 11:06
600900,只有去过长江电力公司的人，才能懂这票时候的含金量,未知,03-03 08:39
600900,核绑定工程，全是避险资金买入的。,未知,03-03 10:04
600900,有没有拿着三年不动，吃分红股息的么？,未知,03-02 11:36
600900,长江电力这个价，股市2000点也没有，盘子大不会涨，跟庄家，不好好投资，市场里真,未知,03-03 05:17
600900,选来选去，今天还是选了长电，成本确定性，不受煤、铀价影响。,未知,03-03 08:05
600900,石油都涨停了，电力不跟上吗？,未知,03-03 08:03
600900,油发电更贵了，能源贵了，电出口也贵了,未知,03-03 07:30
600900,清掉走人，今天清掉了长电，京沪，核电，青岛啤酒，海天。明天希望大票不用发力了，转,未知,03-03 03:14
600900,28的本，什么时候回来,未知,03-03 04:07
600900,加油，我的长江电力,未知,03-03 05:10
600900,A股市场我唯一喜欢的股，非常好的公司。长期看好，并持有。但现在我没有闲钱买，股价,未知,03-03 12:13
600900,长江电力，加油冲,未知,03-03 09:53
600900,大牛股啊哈哈哈,未知,03-03 05:03
600900,石油和煤不行，最优的不就是水电吗，而长江电力是水电最多的股票，不涨很多才怪呢。,未知,03-03 03:29
600900,我29.8的本，不急,未知,03-03 03:27
600900,加油啊哥再有几毛钱回本了,未知,03-03 02:13
600900,刚刚卖了一点这个换了石油，这个目前亏一百多,未知,03-03 02:52
600900,29的本,未知,03-03 01:34
600900,我还没建仓，不到25左右坚决不入,未知,03-03 02:20
600900,优秀,未知,03-03 03:10
600900,已到27元，以前的预测已实现。,未知,03-03 01:47
600900,上升趋势谨慎卖出,未知,03-03 01:49
600900,终于回本了，再见,未知,03-03 01:52
600900,长电这一波会到30吗？感觉如果中东的战火能烧得旺一些的话还是有可能的,未知,03-03 02:00
600900,加油冲！,未知,03-03 03:02
600900,加油！撑住还没回本啊,未知,03-03 02:03
600900,今天2点获利了结的不少啊,未知,03-03 02:05
600900,解套出局了,未知,03-03 02:53
600900,走了,未知,03-03 02:51
600900,这才多少，距离28还远着呢,未知,03-03 11:00
600900,外面都跌疯了，还是这里安全，我看好你,未知,03-03 02:50
600900,这个长江电力还是跟大盘反着走的，外边都跌成狗样，它还在涨。,未知,03-03 01:23
600900,无边落木萧萧下，不尽长江万古流。,未知,03-03 02:21
600900,求求你回调吧，我还没上车,未知,03-03 01:04
600900,长江依旧坚挺,未知,03-03 01:44
600900,两百万满仓，不到27坚决不卖,未知,03-02 04:51
600900,买了祝福自己,未知,03-03 01:33
600900,只有价值投资的。才配拥有长江电力。这是永久性资产会给你带来源源不断的分红，比黄金,未知,03-03 11:39
600900,涨到我回本，我保证以后再也不买你了还不行吗？,未知,03-03 10:35
600900,中石油、中石化连续两个涨停，农业银行都涨三四个点，长电潜力无限！,未知,03-03 01:05
600900,再涨8毛才回本，加油,未知,03-03 01:08
600900,永动机,未知,03-03 01:09
600900,清仓了，留下来的兄弟们发财88,未知,03-03 01:05
600900,这个股票还可以,未知,03-03 01:03
600900,和油一样来个涨停,未知,03-03 01:00
600900,把我洗出去了。,未知,03-03 12:09
600900,各位大神我这能回本吗,未知,03-03 11:01
600900,石油飞，水电难道不飞？,未知,03-03 11:48
600900,主力进来我进来，明天再涨就出去。,未知,03-03 11:16
600900,后劲，咋也比《中海油》好吧,未知,03-03 10:02
600900,广安电力加算力，潜力更大，马上起飞了。,未知,03-03 10:49
600900,26.89卖飞了,未知,03-03 11:00
600900,26.83卖了，拜拜了，以后跌回来俺再买回来，今晚下馆子消费,未知,03-03 10:38
600900,避险资金都来了吧？,未知,03-03 10:52
600900,今天长江电力做回龙头,未知,03-03 10:58
600900,这货拉冒烟了,未知,03-03 10:58
600900,这个股埋伏一下,未知,03-03 10:39
600900,不会大涨，涨几分,未知,03-03 10:35
600900,太稳了，大盘都跌成撒了，这还在往上走，每天走一点，天天睡醒领工资,未知,03-03 10:31
600900,避险资金都来了,未知,03-03 10:27
600900,我卖了，卖早了,未知,03-03 10:26
600900,我买了,未知,03-03 10:26
600900,我27.52买的,未知,03-03 10:18
600900,护盘吧,未知,03-03 10:18
600900,春天来了,未知,03-03 10:14
600900,真的避险股,未知,03-03 10:04
600900,起来干活,未知,03-03 10:00
600900,最后说一次，两百万满仓，不到27坚决不卖，此贴为证。,未知,03-02 11:12
600900,昨天T飞了,未知,03-03 09:58
600900,起来护盘了,未知,03-03 09:56
600900,现在满仓两百万，不到27坚决不卖,未知,03-03 08:45
600900,能到30么？30卖,未知,03-03 09:50
600900,以为今天能突破呢,未知,03-03 09:46
600900,马年挣快钱！元宵佳节，灯火辉煌。祝你在丙午马年：事业一马当先，财运万马奔腾，生活,未知,03-03 09:44
600900,什么情况？,未知,03-03 09:41
600900,唐山三岛，BT红叶,未知,03-02 04:10
600900,市场里真正资源股是中国水电站，电费是平均电费的60%，前途无量。核裂变是乱弹琴，,未知,03-02 11:04
600900,长江电力：融资净偿还494.78万元，融资余额133.72亿元,未知,03-03 07:35
600900,你能表演一个涨停给我开开眼界吗？,未知,03-02 01:24
600900,长江电力今日开盘时，卖了两套房的资金不计价格快速全部加仓进入，就算持有优质股票资,未知,03-02 05:53
600900,明天低开低走，放量阴包阳，大跌特跌,未知,03-02 07:55
600900,中国是什么股市，三峡能源4.20元是便宜货。长江电力42元是很贵的。,未知,03-03 12:27
600900,各位大佬，啥价格进合适呀？,未知,03-02 06:47
600900,长江啊，你还是负数啊一年了！你不丑！明天直接封盘，美国还要打几天，安心起飞,未知,03-02 10:37
600900,明天低开低走，放量大跌，放量阴包阳，还要跌一半,未知,03-02 11:13
600900,感谢长江电力，让我赚钱了,未知,03-02 10:27
600900,都说明天涨，发生了什么,未知,03-02 11:16
600900,今天为什么涨？,未知,03-02 01:29
600900,盘子太大了，中闽能源也不错,未知,03-02 06:47
600900,各位大神:长江电力现在能买吗,未知,03-02 01:24
600900,明天低开低走，放量大跌,未知,03-02 07:54
600900,减掉1500股，后面再重新买回来,未知,03-02 03:19
600900,当一个公司百年不倒经营稳定持续分红就可以让持有股票数量每年复利增长5.5%十年二,未知,02-27 09:53
600900,慎重,未知,03-02 06:42
600900,尾盘不跳水，明天低开低走闷韭菜盒子，追高毁一生，明天低开低走放量大跌,未知,03-02 12:09
600900,水电碳排放配额2026年落地，碳交易收入又是长江电力的又一利润增长点。按照长江电,未知,03-02 03:26
600900,已填权,未知,03-02 04:57
600900,爬了一下楼，因为今天涨两个点，全是正向的表达，似乎要涨上天的感觉！这就是散户的心,未知,03-02 04:02
600900,来了,未知,03-02 03:53
600900,我为什么不要格力电器。因为这些都没有护城河的，只有长江电力这样的硬资产才有永远的,未知,03-02 11:40
600900,三峡集团，三峡能源，长江电力的总部全部迁回武汉了啊长江电力的股票归属还在北京咧？,未知,03-02 03:41
600900,怎么一直公布增持了呢？,未知,03-02 03:20
600900,今天大盘涨，是必须的，明天呢，有的人还让人追，不要误导大家了！留一点清醒吧！,未知,03-02 03:13
600900,满仓130万，不到26.7我坚决不卖。,未知,03-02 01:26
600900,谁知道证金公司跑完了没？,未知,03-02 02:10
600900,下拉下拉,未知,03-02 02:04
600900,都跑这里来了哈，外面风险大啊,未知,03-02 02:01
600900,今天必须封盘,未知,03-02 01:12
600900,大家都买的多少呀,未知,03-02 10:42
600900,要冲锋了嘛,未知,03-02 12:48
600900,权重股中没涨的今天全发力了，是稳定股市还是风格转换待看明日走势,未知,03-02 12:51
600900,应该还能买吧！新能源，机器人，ai哪个不需要电啊,未知,03-02 12:17
600900,一阳破三线，如果能把回本的小散洗出去，趋势就能反转了,未知,03-02 11:32
600900,尾盘必定跳水翻绿，尾盘必定跳水翻绿，尾盘接回来,未知,03-02 12:09
600900,下午创新高,未知,03-02 12:25
600900,W底成型，下一个阻力位：27整数关口。,未知,03-02 11:33
600900,今天老登表现不错,未知,03-02 12:09
600900,怎么不跌呀！我就坐等你跌,未知,03-02 09:46
600900,买买买，他们嚷着分红等了一年，咱们今天低价买进一天就分红,未知,02-11 11:00
600900,岁月是把杀猪刀，一晃一年过去了,未知,03-02 11:03
600900,万手哥砸盘,未知,03-02 11:13
600900,最佳地缘动荡避风港,未知,03-02 11:10
600900,留下的发财，我撤了,未知,03-02 11:07
600900,尾盘肯定跳水翻绿，这时候卖了，尾盘接回来最好,未知,03-02 10:57
600900,好人股发挥稳定作用,未知,03-02 11:05
600900,避险罢了,未知,03-02 11:03
600900,这是为啥,未知,03-02 11:02
600900,神当杀神，佛挡杀佛，谁挡路干谁，从24年调整到26年，你们等23吧，好好等。,未知,03-02 10:58
600900,学会抛了,未知,03-02 10:55
600900,避险罢了，慎追高,未知,03-02 10:54
600900,不会真的要来个涨停板吧,未知,03-02 10:49
600900,无语了今天涨多了点，之前系统挂单26.25今天自动出了,未知,03-02 10:47
600900,指数拉红全靠长电,未知,03-02 10:52
600900,你不要这样啊！我还没有买够,未知,03-02 10:40
600900,拿着不再交易了，26.22成本价,未知,03-02 10:40
600900,今天这个老登涨这么多。,未知,03-02 10:49
600900,终于有点起色了,未知,03-02 10:48
600900,涨这么多，但是才刚回本,未知,03-02 10:48
600900,别装了，尾盘跳水翻绿,未知,03-02 10:44
600900,趋势反转了,未知,03-02 10:39
600900,涨得太快了，我还没买够,未知,03-02 10:35
600900,回本了回本了，可算回本了,未知,03-02 10:33
600900,冲冲冲，今年主线，石油，煤炭，电，能源有色金属，买买买，就是干,未知,03-02 10:33
600900,？今天怎么了，给我看不习惯了,未知,03-02 09:56
600900,涨不起来的,未知,03-02 10:30
600900,不如华能水电一根,未知,03-02 10:30
600900,这是在压盘吗，委买单那么多，什么鬼,未知,03-02 10:21
600900,撒啊，刚全仓进来，又把我按进去了,未知,03-02 10:23
600900,兄弟们，怎么说，能上27吗,未知,03-02 09:58
600900,哈哈，有资金来避险了,未知,03-02 10:21
600900,给我看懵了，涨这么高给我整不习惯了所以什么时候能让我回本？,未知,03-02 10:11
600900,涨一点牛鬼蛇神又冒头了,未知,03-02 10:19
600900,减了60%，低了再来吧,未知,03-02 09:59
600900,看看，最新公告，将有高分红，妥妥的分红奶牛！按照２５年分红测算，近期还应有至少每,未知,03-02 10:08
600900,这不科学啊，恐慌盘呢,未知,03-02 09:39
600900,怎么不跌啊，等低吸呢,未知,03-02 10:10
600900,来个破历史的涨停,未知,03-02 10:08
600900,主力吃相难看,未知,03-02 10:08
600900,挺好的..,未知,03-02 09:55
600900,公用事业避险属性+被电力设备带动+ai用电+电力大市场，最近概念很好啊,未知,03-02 09:57
600900,可以起飞了,未知,03-02 09:58
600900,跟着大伙一块捡点。,未知,03-02 09:57
600900,开盘立马卖，这票盘子太大玩不动主力也不敢进,未知,03-02 09:06
600900,果然，大家都嗅到了危险的味道，来找你罩着,未知,03-02 09:50
600900,开盘就买了点，感觉能涨个3天,未知,03-02 09:53
600900,电力股也属能源股,未知,03-02 09:53
600900,哇塞！,未知,03-02 09:52
600900,28拿了四个月,未知,03-02 09:50
600900,避险资金大量进入，今天最后上车机会,未知,03-02 09:24
600900,你能涨停？,未知,03-02 09:47
600900,怎么不跌呀！我坐等吃面,未知,03-02 09:47
600900,涨停吧,未知,03-02 09:46
600900,长江雄起，稳稳的现金流分红，那些科技题材股，每次炒作过后都是一地鸡毛，长江不管涨,未知,03-02 09:46
600900,打击石油，不就利好水电,未知,03-02 09:45
600900,来，避险的买长江电力,未知,03-02 09:33
600900,不破22，坚决不买，一百万目前为止空仓。,未知,03-02 02:17
600900,25以下买,未知,03-01 09:31
600900,26.81本，能回本我感谢你八倍祖宗，下馆子庆祝好好大吃一顿,未知,03-01 11:10
600900,明天定海神针，略有小挣你懂的。,未知,03-02 12:15
600900,明天起飞了,未知,03-01 10:47
600900,17的本，拿好多年了，今年真差劲,未知,03-01 10:38
600900,26.81本，什么时候能回本，回本了就下馆子消费，回不了本不消费，躺平,未知,03-01 10:27
600900,随着算力token出海，电力成了高附加值成份，因此长江电力的估值逻辑也就应该变一,未知,03-01 08:34
600900,你的垄断，竞争护城河可否持续存在？当初一针10万8万，现在人家给你干到几千人人都,未知,03-01 08:22
600900,为啥其他电力的都猛涨，这玩意还跌？我要割肉离场。炒股是为了什么赚钱，而不是为了亏,未知,03-01 02:16
600900,明天护盘，暴涨0.5,未知,03-01 07:16
600900,打仗，石油涨，利好水电？,未知,03-01 05:22
600900,全世界永远无法超越的一家公司。只有长江电力。很多公司是没有护城河的，只有长江电力,未知,03-01 09:46
600900,最稳的还是煤电，火电，风电，太阳能都是补充！,未知,03-01 01:37
600900,不破22坚决不买，一百万目前空仓。,未知,03-01 07:05
600900,别的电力都涨停了，这票咋回事,未知,03-01 05:23
600900,豆包推荐的闺女嫁妆股不知道咋样,未知,02-28 04:40
600900,不破22，我坚决不买，现在一百万空仓。,未知,02-28 10:20
600900,六涨停001896统一电力市场！首先是要水电和火电同价，统一上网价格对吗？,未知,03-01 10:18
600900,$宝信软件(SH600845)$$长江电力(SH600900)$$宇通客车(SH,未知,02-28 07:29
600900,明天会减多少,未知,03-01 07:25
600900,着急赚钱的赶紧把长江电力卖了,未知,03-01 04:41
600900,这是月线级别的调整，没2年不会止跌,未知,02-28 09:28
600900,别什么指标了，周一黄金军工有色买进就是几个点，还在这里磨,未知,02-28 06:59
600900,长江电力2026年起可能要开始增加一笔碳交易收入，预计2028年后这笔收入会上百,未知,02-28 10:41
600900,中东大乱，原油上涨导致电价上涨，你比板块涨慢了几十个点了，星期一轮到你一飞冲天,未知,02-28 09:29
600900,不破22我一分钱不买，一百万目前空仓,未知,02-28 08:58
600900,永远只做风险可控但收益无限的决策。没有这样的机会怎么办？等到这样的机会出现再下手,未知,02-28 09:52
600900,美伊开火，长江周一稳了。,未知,02-28 09:27
600900,26.81本，要多久才能回本，是不是得拿20年才能回本,未知,02-28 08:54
600900,所有地缘危机终极都会指向能源，委内瑞拉，伊朗，巴拿马，包括津巴布委等等，好像都和,未知,02-28 04:43
600900,电力板块涨，你不涨，现在打起来了，你作为避险货下周如果还不涨，请问怎么解释？？,未知,02-28 03:36
600900,目标价3元，跌破4元可主动买套……,未知,02-28 05:15
600900,历史低位不到6元，现在26元……按什么指标该涨？,未知,02-28 05:44
600900,AI只回复高概率答案，并非实话实说……,未知,02-28 05:41
600900,下周我来避险，看看选那个最稳,未知,02-28 02:59
600900,十年的大牛行情，戛然而止了吗？回顾它的历史行情可以发现，价格从2014年开始，无,未知,02-28 03:05
600900,和别的老登比打折，早就退市了……,未知,02-28 03:05
600900,在50家绩优分红老登股里，排倒数十名……,未知,02-28 03:02
600900,天天和资不抵债的票比分红？侬们都是人才……,未知,02-28 02:58
600900,这是成熟的票的话，就应该合群……,未知,02-28 02:57
600900,其实很简单的道理，大股东增持是利空，股价不可能高的。配合吸筹，顺手压指数，一举两,未知,02-27 10:48
600900,市值6300亿过去23年分红2100亿，募资才1900亿……在俺们这算不错的票了,未知,02-28 02:56
600900,上市23年了，又不是3年……看不懂吗？这票有什么回报？,未知,02-28 01:38
600900,这货还有一跌。,未知,02-28 08:44
600900,周一能不能来个涨停板，连板开启，市值上1万亿,未知,02-28 12:58
600900,@妙想融资融券余额,未知,02-28 02:16
600900,@妙想现在股东人数,未知,02-28 02:13
600900,水电消息！黔源电力2026年1月份发电量同比大幅增长！,未知,02-27 10:40
600900,豆包给的推荐的两支股，结果都赔了，看来还得相信自己,未知,02-28 08:09
600900,老登没毛病,未知,02-28 11:04
600900,中国国贸抢筹了！2025年下半年起，主要奢侈品集团在亚太区(剔除日本)的销售增速,未知,02-28 09:22
600900,这票没什么玩法，低位拿住不动，关掉手机。分完红后继续买,未知,02-27 09:48
600900,长江电力：融资净买入5232.97万元，融资余额133.77亿元,未知,02-28 07:47
600900,今早晨收盘美国的大型电力股集体创新高！,未知,02-28 06:01
600900,这股太垃圾去年29建仓，解套没希望了,未知,02-27 06:08
600900,这个盘子太大了没有主力会玩的，下周一全部清仓。,未知,02-27 05:54
600900,没有什么商量的，分红没有0.80元就是没有诚信。不要猫哭耗子，,未知,02-27 11:23
600900,这个在18元附近时可以大胆买！,未知,02-27 11:19
600900,除生股,未知,02-27 10:59
600900,就问你服不服,未知,02-27 11:05
600900,垃圾，它刘伟平,未知,02-27 11:05
600900,明天涨停,未知,02-27 10:01
600900,负债率不算低,未知,02-27 10:56
600900,缺德的打压,未知,02-27 10:49
600900,今天电力板块起动，长电你平盘。过去领跌，大盘从3000点涨到4100点，长电回到,未知,02-27 06:33
600900,受不了了，太久没涨了，没戏了-------这是庄家机器人最希望看到的，哈哈哈，喂,未知,02-27 09:47
600900,散户集中营。,未知,02-27 03:24
600900,长江电力是红利低波的成分股，远远跑输红利低波,未知,02-27 09:19
600900,专治各种BU服,未知,02-27 09:05
600900,主力21.15元买了5万手，尾盘26.04又卖了5万手。这帐怎么算的？,未知,02-27 03:43
600900,15块,未知,02-27 05:36
600900,死拿住，等下一任董事长,未知,02-27 06:25
600900,看看人工智能对国贸中心大股东的真实评价！@整机厂估低@股友0506Z699c6@,未知,02-27 02:07
600900,什么时候会涨？8元的煎饼果子卖80元的时候……,未知,02-27 05:52
600900,跌的理由就是有国家电网存在……俺不是说过了吗，国家电网要长电退市，根本不费力……,未知,02-27 05:03
600900,又砸，操盘手,未知,02-27 03:11
600900,这个做仓底其他钱去买坏人股不是美滋滋,未知,02-27 05:25
600900,不涨不跌也蛮好，吃股息不贪心。别每次都拿来压盘就好了，太让人伤心了,未知,02-27 04:36
600900,挑战一下未分配利润打两折吗？已经退市了，毫无战斗力的票……,未知,02-27 05:09
600900,回顾35年……5000家票，有回报且涨的票，有1%吗？俺说的才是事实……,未知,02-27 05:07
600900,不要觉得俺在胡说八道，不是一直都在发生各种拔电线的事……万一哪天长电要做领跌总龙,未知,02-27 05:06
600900,天价老登股……7元才比较合理……,未知,02-27 04:24
600900,退市股都要26元……太好玩了吧……,未知,02-27 04:09
600900,你今天大可不必上班，完全就是来搞心态的,未知,02-27 04:01
600900,尾盘卖出137028000元。。。真牛逼,未知,02-27 03:51
600900,今天不涨，明天可能又下杀，怎么办，头一次买股票！,未知,02-27 03:55
600900,入市前，有人给我说，他赚的每1分钱都是让主力套上枷锁，快勒的没气了，才会赚一点,未知,02-27 03:59
600900,他强任他强，清风拂山岗，他横由他横，明月照大江。,未知,02-27 03:57
600900,今天让这股骗进来了，板块涨了3个多点，它只涨了0.5，想着下午拉升，结果买入后跌,未知,02-27 03:53
600900,国家队有能耐都买了它，也不至于去年给我的社保个人账户，公积金个人账户记账利息才1,未知,02-27 03:50
600900,电力紧缺就是个伪命题，很快大家就会认识到这一点了！,未知,02-27 03:12
600900,尾盘都是这样被压盘？是为什么？是长江大股东行为吗？,未知,02-27 03:10
600900,绝对是大股东跑路，5.7万手就是570万股，570×26=14820，1.4个小,未知,02-27 03:40
600900,一天白玩,未知,02-27 03:35
600900,最后一秒一只烧鸡飞走了,未知,02-27 03:12
600900,一根大阴线什么意思,未知,02-27 03:02
600900,不把抖音推过来的散户洗掉，涨不了,未知,02-27 03:21
600900,长江是不是电力板块呢？,未知,02-27 02:36
600900,加仓了，主力有种跌半年，我等你半年，半年不拉升就认了,未知,02-27 03:08
600900,别的电力股都秒板，这股有问题,未知,02-27 02:49
600900,乐山电力，闽东电力，华银电力，都10个点，这个破货，咋回事，回本就跑了，特么啥东,未知,02-27 03:06
600900,那些是电力资源股，水电，风，光，核电站。火力发电不是，他们只是加工企业。电力资源,未知,02-27 06:26
600900,又压盘。。。,未知,02-27 03:02
600900,主打一个稳字,未知,02-27 02:48
600900,笑死，这一天了股价不变,未知,02-27 03:01
600900,所以机构不买国家队持股是对的。,未知,02-27 03:01
600900,筹码要多少有多少,未知,02-27 02:56
600900,主力大哥，牛市让我们这些韭菜兄弟喝口汤把，咱别压了，行吗,未知,02-27 11:33
600900,这家不是卖电大户吗？所以其他电力上涨的逻辑是?,未知,02-27 11:41
600900,等熊市在买长江电力，牛市它没行情！,未知,02-27 12:15
600900,长江电力为何不涨，有人在卖。,未知,02-27 12:20
600900,你确定你是电力的太对不起电力这个板块吧，就你都没涨全，其他的都涨停了,未知,02-27 01:35
600900,连跌4个月，前无古人后无来者！,未知,02-27 02:10
600900,中国如果修建全球最大的算力中心只可能依赖长江电力，别的容量都无法满足，因为成本太,未知,02-27 01:47
600900,你丫等什么呢？,未知,02-27 02:24
600900,随着时间和科技的变化，有些人和有的股票该退出历史的舞台了！,未知,02-27 02:16
600900,太狗了。,未知,02-27 02:08
600900,哈哈哈每天一分两分，这么玩,未知,02-27 02:13
600900,倒反天罡,未知,02-27 02:10
