股票代码,标题,作者ID,最后更新
600900,别的电长，它为什么跌,未知,03-23 02:04
600900,买了之后把软件删了才是正确的做法,未知,03-23 10:49
600900,长江电力：融资净买入1605.78万元，融资余额117.51亿元,未知,03-24 07:40
600900,沪市公司密集开展回购增持，年内回购金额上限达44.5亿元,未知,03-23 09:26
600900,真正的投资人是买水电站资产的人，而不是黄金。你们看着好了。,未知,03-24 05:16
600900,这么多年经历过几波熊牛市依然牛逼,未知,03-24 04:56
600900,第三大单日跌幅！一图速览“9·24”以来沪指日跌幅TOP20及后续走势,未知,03-23 03:44
600900,炒股的必须倾家荡产。这是天道。,未知,03-23 10:48
600900,你们很笨。只有长江电力一个票可以当家产，因为他是永恒的资源。别的都不是,未知,03-23 11:03
600900,我的直系亲属是不允许他们炒股的，懂了吗？这不是我今天讲的，,未知,03-23 07:15
600900,全市场就你最安全，为了防止乱买票，我决定把现金都存在你这里……,未知,03-23 02:51
600900,买长江电力心里非常踏实,未知,03-23 04:41
600900,中国国贸1.2元帐面业绩业绩实际1.65元！分红稳了！现金流一如既往地稳定流入！,未知,03-23 07:04
600900,稳，稳得一批，还得是你，大盘定海神针，明天补跌吧,未知,03-23 02:57
600900,比银行还扛跌，牛股,未知,03-23 02:32
600900,这些宗生把长江电力拼命的打压,未知,03-23 03:22
600900,中国国贸全球跨国公司总部基地！@国贸跌停@整机厂估低@股友0506Z699c6,未知,03-16 02:09
600900,长江电力，跌不动,未知,03-23 02:01
600900,太好了才亏2000千,未知,03-23 02:58
600900,喷,未知,03-23 02:54
600900,啊，这么跌，犯天条了？,未知,03-23 02:46
600900,这玩意看天吃饭，业绩增速太慢了,未知,03-23 02:19
600900,中信建投：看好受益于长期高油价的行业如新能源、储能等,未知,03-23 09:37
600900,卖了。。。。太吓人了,未知,03-23 02:31
600900,涨,未知,03-23 02:28
600900,快跑,未知,03-23 02:24
600900,做个人吧,未知,03-23 02:22
600900,太能挺了，这么跌长电还在坚持。不过没用，大盘继续连跌几个月长电也得低头，耐心等待,未知,03-23 02:16
600900,还好重仓你，撑死跌两个点，外面已经鬼哭狼嚎了,未知,03-23 02:14
600900,你得对得起你的名字，长江,未知,03-23 02:14
600900,补仓补仓补仓,未知,03-23 01:58
600900,为国护盘的时候到了，电电,未知,03-23 01:58
600900,这个是长线股啊,未知,03-23 10:39
600900,天天亏钱,未知,03-23 12:13
600900,大盘这样急跌一周也蛮好的，比阴跌一个月或一年舒服,未知,03-23 01:49
600900,快跑，破位了！,未知,03-23 01:47
600900,唉，跑了跑了，再不跑，埋里面了,未知,03-23 01:28
600900,也是永续能源啊，还不涨,未知,03-23 11:49
600900,稳如就是不咋赚钱,未知,03-23 01:23
600900,跌停吧，补补仓,未知,03-23 01:23
600900,定海神针,未知,03-23 01:19
600900,护城河呢？,未知,03-23 01:17
600900,世界越乱中国国贸越强！首都北京的中国国贸容得下世界跨国公司的总部！@股友0506,未知,03-16 09:50
600900,拿这种票不用担心，拿着就行，不用担心大跌，也不用担心大涨，这种行情不要乱跑，拿住,未知,03-23 11:35
600900,稳定力量在哪里,未知,03-23 11:48
600900,各位大佬，可以抄底了吗？,未知,03-23 11:20
600900,$万泰生物(SH603392)$$电投产融(SZ000958)$$长江电力(SH,未知,03-23 12:02
600900,精准锚定买点；趋势为骏，顺势领航方向；规划为方，谋略敲定战术。,未知,03-23 11:46
600900,大跌它抗跌，大盘涨，它下跌了，看戏吧,未知,03-23 11:54
600900,吃息股这次是否还能崛起？,未知,03-22 09:33
600900,长江电力可以27元。但大盘必须去2500点。至于创业板。科技版。让我评论的资格都,未知,03-23 11:36
600900,27.7我卖了，买的紫金,未知,03-23 11:11
600900,单边下跌找位置不好找，早盘错过了,未知,03-23 11:31
600900,这么大的能源危机都不涨，虽然没跟跌多少，但是夜不咋地啊,未知,03-23 11:27
600900,按照这几年的分红，平均每股一块钱，现在银行利率是1.7，也就是说25块的股价每年,未知,03-23 11:06
600900,火力发电不可控，煤炭只要涨价，很多火力发电厂都亏钱，周期性太强，只有长江电力，水,未知,03-23 11:20
600900,能不能多跌一点,未知,03-23 09:47
600900,持续性的下跌，但是如果你现在坚持不住卖了的话那他就会拉上去,未知,03-23 10:24
600900,能去24吗,未知,03-23 10:20
600900,你踏马不应该是大盘逆子吗？妈的,未知,03-23 09:33
600900,我在等你,未知,03-23 10:54
600900,太弱了，盘子太大怎么拉？,未知,03-23 10:54
600900,为啥啊,未知,03-23 10:37
600900,量化之下无差别攻击，玩不动的,未知,03-23 09:37
600900,如能到26也加,未知,03-23 09:56
600900,稳住就行,未知,03-23 09:55
600900,清清完了,未知,03-23 09:53
600900,跌到25我就囤货,未知,03-23 09:52
600900,我去，这么倔强啊,未知,03-23 09:51
600900,刚跑，要不要接回来？,未知,03-23 09:45
600900,看核能一下,未知,03-23 09:46
600900,没加仓啊，跌2个点,未知,03-23 09:46
600900,不是，你跌也不跌到位啊，跌到位了我再加点啊！,未知,03-23 09:44
600900,黑色星期一,未知,03-23 09:44
600900,31.13我愿称其为三十年大顶,未知,03-22 07:57
600900,顶不住了，半死不活的，老登股啊,未知,03-23 09:36
600900,最近抖音ai都在推荐这个股票，看来要跌跌不休了,未知,03-23 09:35
600900,涨得多的跌得少，涨得少的跌得多,未知,03-23 09:33
600900,漂亮,未知,03-23 09:32
600900,是不是好股票就看今天喽，能抗住就是好,未知,03-23 09:27
600900,能源主力之一,未知,03-23 09:26
600900,什么叫护城河。大白话就是最坏打算，没脑子。没办法。只能一点点，慢慢教，长江电力最,未知,03-23 08:14
600900,好股好票,未知,03-23 08:28
600900,水电分红！10送5派6元吗？业绩同比增长160%,未知,03-18 02:12
600900,拿了一个多月，目前还是盈利的，这个股真的稳得很，涨也涨的少，跌也跌的少，牛,未知,03-22 09:12
600900,为什么说长江电力是市场里最值钱的公司。因为他的电费是平均电价的60%。为什么说长,未知,03-21 10:44
600900,密密麻麻的套牢盘……还要做梦……,未知,03-22 12:54
600900,上上下下都在研究怎样交易。想想好笑，一个100万亿的市场，每天成交2万亿。这还是,未知,03-22 08:05
600900,从长远来看，与其说是生产电力的电力公司，还不如说是投资公司，中国版的伯克希尔哈撒,未知,03-22 09:23
600900,长电2024年后没有长江资产注入长电，长电用什么增加业绩？长电进入衰老死亡时间，,未知,03-20 12:52
600900,长江电力的分红是三峡能源的15倍，股价应该是60元比4元。傻瓜都知道，机构不知道,未知,03-21 04:59
600900,是不是要快金叉了？,未知,03-22 11:27
600900,长江电力不行了机组老化买它不如买华能水电,未知,03-22 10:27
600900,长江电力：融资净偿还1.17亿元，融资余额117.35亿元,未知,03-21 07:40
600900,夏季用电高峰期要来了，坚持就是胜利,未知,03-20 05:00
600900,外面太恐怖了，想全仓这票扔一年，每天做做T算了,未知,03-21 03:00
600900,$山西焦煤(SZ000983)$$华能水电(SH600025)$$长江电力(SH,未知,03-21 12:09
600900,今天进的票，跟上的同学们发财持仓继续，目前是很好，明天会涨昨天进的，看到明天会涨,未知,03-05 07:09
600900,离开了长江只能在外面赚钱了[可怜][可怜][可怜],未知,03-20 11:30
600900,绝大多数韭菜都想不明白为什么之前大盘四千多点，这股25块，现在大盘三千九百多，这,未知,03-20 10:32
600900,很多股票都是毫无价值的。机构都在十大股东里。他们拿着这些股票不知道干嘛。只有一种,未知,03-21 05:22
600900,下周一必须减仓,未知,03-21 09:47
600900,全球都在崩，这边稳得一批,未知,03-21 09:13
600900,诱多，不可靠,未知,03-21 08:07
600900,[微笑],未知,03-19 12:46
600900,涨不动也跌不动,未知,03-20 09:56
600900,炒股的离开长江电力是对的，你们压根就不配做长江电力的股东。去外面炒底吧，我没有发,未知,03-20 10:38
600900,想这股发家不可能的！这是养老股！想发家找新鲜的，有活力的，但要担风险！,未知,03-20 10:22
600900,这走势稳得一批，真要是被恐慌盘乱砸，我来接盘护盘！,未知,03-20 09:33
600900,601088已经1万亿市值了，600900才不到7000亿，差距越来越大。,未知,03-20 09:55
600900,266亿葛洲坝航运工程是今年股价上不去的核心原因之一：-大额支出（266亿）压制,未知,03-20 05:06
600900,稳如,未知,03-20 05:41
600900,还得是长电稳啊，每天-2个点就算是暴跌了，再看看其他的，跌两个点就算是烧高香了,未知,03-20 04:23
600900,长电毫无疑问是好公司，但是目前我觉得贵了。,未知,03-20 11:03
600900,这可好，本来28压力大，现在搞的27.5也是了,未知,03-20 03:53
600900,今天表现还可以，外面都一锅粥了,未知,03-20 03:07
600900,大盘3000到4000这股就一直跌，现在大盘跌破4000它还在跌,未知,03-20 03:06
600900,上午骂你涨不动，下午亏你没多跌,未知,03-20 03:01
600900,z,未知,03-20 02:41
600900,只要稳就是好股,未知,03-20 02:57
600900,还是你牛皮，,未知,03-20 02:43
600900,这是资金在逃的意思吗,未知,03-20 02:12
600900,托的27.00补仓2手的，结果差2分啊,未知,03-20 01:34
600900,加仓加仓加仓啊！等什么,未知,03-20 11:10
600900,涨也涨不上去，跌也跌不下来，放平心态，磨练性格，把着急的人洗出去,未知,03-20 01:40
600900,板块上涨2个点，故意不拉红，恶心到家了,未知,03-20 11:31
600900,股市是买资产的地方。没有分红可以当资产吗？都是没脑子的。不懂价值我会30元满仓融,未知,03-20 11:48
600900,这都不涨，无语,未知,03-20 01:19
600900,散户集中地涨也不涨跌也不跌,未知,03-20 01:14
600900,这不是慢牛，是湿牛,未知,03-20 01:15
600900,比黔源差远了，有的股友赶紧换,未知,03-20 12:57
600900,今天彻底清仓了，之前27.65没舍得清，还到处问呢。不过一般我清完的票，之后都会,未知,03-20 11:31
600900,都是电力，为什么都在涨，就长电在跌,未知,03-20 10:25
600900,这货不护盘了？？,未知,03-20 10:29
600900,拿几个月了,未知,03-20 11:19
600900,要到26.5么，这LJ,未知,03-20 10:31
600900,主力终于来了吗,未知,03-20 11:14
600900,贵不贵看机会成本，你如果只能放银行，你就不该觉得贵…,未知,03-20 11:09
600900,券商普遍还有一半下跌空间,未知,03-20 11:01
600900,今天能红就可以了,未知,03-20 10:46
600900,量化肯定疯狂吸血,未知,03-20 10:25
600900,优质矿泉水，是唯一没有炒作过的优质资源，关注泉阳泉、农夫山泉,未知,03-20 01:52
600900,不干活,未知,03-20 09:55
600900,烂泥吧啊,未知,03-20 10:05
600900,今天大盘估计红一天，可以关闭软件等下周了,未知,03-20 09:51
600900,耻辱啊,未知,03-20 09:51
600900,这是个好股，后悔发现的晚了,未知,03-20 09:39
600900,看看两投吧,未知,03-20 09:36
600900,长电已经进入衰老死亡时间，因为长江上已经是没有资产可注入长电，未来长电业绩理应有,未知,03-20 09:27
600900,长江电力就是市场里最值钱的公司，每年赚钱500亿以上，要赚万万年。不可能少一分，,未知,03-20 04:18
600900,二月二龙抬头，祝您鸿运当头，万事不愁！龙抬头，抬走烦恼，抬来好运，一年顺到头。,未知,03-20 09:02
600900,降到25我再买,未知,03-18 10:58
600900,长江电力：融资净偿还5998.28万元，融资余额118.52亿元,未知,03-20 07:48
600900,俺13块左右买过长江电力，想不到现在涨到那么多,未知,03-20 12:34
600900,长江电力是国家的，谁也控制不了长江电力的股价。就是长江电力的公司也不能控制股价。,未知,03-20 05:22
600900,那些风，光，核电站。煤炭，在全水电的长江电力面前都是负资产，让他们执行0.285,未知,03-20 04:34
600900,中国机构打压长江电力是流氓行为。起码值50元。那个电力资源股。水电，核电。风电。,未知,03-20 04:00
600900,今天再跌就加仓,未知,03-20 12:40
600900,长江电力的价值是任何一家企业都没有可比性，市场里最值钱的公司，,未知,03-19 11:39
600900,很多公司看看好像还可以，你深层次去分析，感觉什么都没有。根本没有护城河。20年没,未知,03-19 11:48
600900,今天我又要说万科了，这个票1.00买给我，我会睡不着的，理论上讲股东是要承担债务,未知,03-19 11:37
600900,千算万算，算不了自己的票。我之前说过的有色金属，看到的都受益了吧，多来看看。机构,未知,03-19 11:29
600900,今天回到家，煮了点面吃，一边吃面一边哭，泪水滴落在碗里，没有开灯。,未知,03-19 05:41
600900,今天适合买入吗？,未知,03-19 12:13
600900,明天能顶住不,未知,03-19 10:24
600900,长江电力，真是让人安心啊，涨也涨不出来，跌也跌不了，起码不会伤心,未知,03-19 10:27
600900,奇怪了，你怎么不护盘了,未知,03-19 07:11
600900,这个抗揍,未知,03-19 09:01
600900,观世界有常，辨价值有度，立人生有向，行事有法有度。,未知,03-19 06:36
600900,明天能不能跌到27以下,未知,03-19 06:21
600900,破罐破摔了！？,未知,03-19 02:49
600900,暴跌3分钱，唉,未知,03-19 04:53
600900,尾盘托起来，不有效跌破4000点，这股票还有得玩，（必须一成二成仓玩）如果有效跌,未知,03-19 02:38
600900,长江电力稳如泰山，短期30没问题，大家筹码都握紧了，别被庄家洗走了！,未知,03-19 04:23
600900,切记。没有稳定分红，就没有稳定的股价。股价不是市场决定的，是自己决定的，长江电力,未知,03-19 11:46
600900,什么时候跌跌26啊,未知,03-19 04:01
600900,今天表现已经不错了,未知,03-19 03:00
600900,量化会成为优质股票的抽水机，也是牛市jiaoshigun,未知,03-19 02:58
600900,第一次开启养老计划,未知,03-19 02:57
600900,早就失去了护盘的特性，尾盘跟大盘一起跳水,未知,03-19 02:46
600900,青山绿水，水电水电能不绿吗,未知,03-19 02:39
600900,每一次拉升都是逃命的机会,未知,03-19 01:44
600900,要绿了大盘没有安全的地方了,未知,03-19 02:35
600900,还是我说那一句话，股票在希望中下跌。就是天天儿给你希望，天天儿叫你挣个小钱儿，赔,未知,03-19 02:31
600900,下来吧，别装了，下调到60天均线让我建点仓。,未知,03-19 01:14
600900,前几天27.50买进来的，外边跌得那么厉害，幸好躲在这里面没有遭捶多凶，跌点都高,未知,03-19 12:12
600900,每天挣个早餐钱还是可以的,未知,03-19 11:57
600900,稳得一比，几天了，来回就是这几毛钱,未知,03-19 11:54
600900,确实牛逼！10000万元买600900股票！,未知,03-19 11:40
600900,烂泥扶不上墙,未知,03-19 10:50
600900,给我起来，起来，起来,未知,03-19 11:23
600900,水电站具有黄金功能。你们自己去想。,未知,03-19 11:17
600900,护盘使者,未知,03-19 10:26
600900,真他奶奶的抗跌！,未知,03-19 11:05
600900,马上又跌了,未知,03-19 10:15
600900,真比不上华能水电。。,未知,03-19 10:53
600900,神华都万亿了，你加油呀,未知,03-19 09:42
600900,看出这货指数跌才会涨,未知,03-19 10:03
600900,今天护盘重任在肩,未知,03-19 09:59
600900,今天放量散户割肉离场了，怕怕,未知,03-19 09:36
600900,继续稳如,未知,03-19 09:34
600900,量化赚谁的钱,未知,03-19 09:32
600900,大盘逆子今天看你的了,未知,03-19 09:27
600900,三桶油涨停潮后，各股牛转熊，三桶油自带降温器,未知,03-19 09:25
600900,最近外面腥风血雨，只有这里安全一些,未知,03-16 10:53
600900,中国人没有一个把股票当财富。目的是永久性分红。我全部钱在长江电力里，照你们说天天,未知,03-19 08:33
600900,重磅：长江电力重新站上30元？增持黔源电力和长江电力的理由,未知,01-31 12:45
600900,专门查了一下，水涨了没错,未知,03-19 08:24
600900,长江电力：融资净买入3856.47万元，融资余额119.12亿元,未知,03-19 07:48
600900,开始铺天盖地的找人接盘了，不跑就等着老去吧,未知,03-19 07:20
600900,伊朗被炸了，明天长江电力要涨停吗？,未知,03-19 02:32
600900,豆包让我买这个,未知,03-19 12:13
600900,长江水涨了，长江电力也要涨,未知,03-19 01:45
600900,近期的反弹走势相对较强，连续拉升起来已经碰到了大均线27.36附近压力，这里需要,未知,03-18 08:45
600900,长江电力就是下一个大秦铁路，核电，光伏，风电越来越多，电费下调，水电没出路了。,未知,03-18 02:10
600900,多年经验告诉我，2026年是个多雨年。年度天气预报以示存在，不当逃兵,未知,03-18 08:50
600900,“算电协同”打开绿电增长空间 聪明资金争相涌入相关主题基金,未知,03-16 01:37
600900,长江电力:长江电力2025年度业绩快报公告,未知,01-13 03:34
600900,又爱又恨的股,未知,03-18 02:58
600900,这票是中线票别拿短线思维来看待,未知,03-18 09:48
600900,电力利好，你不动？？,未知,03-18 02:43
600900,这票涨跌不会超一个点,未知,03-18 01:49
600900,又爱又恨的，小辣级,未知,03-18 03:03
600900,量化泛滥,未知,03-18 02:56
600900,老登股还是不行，浪费时间,未知,03-18 02:42
600900,这个破股票拿到什么时候才能获利10%。躲到这里规避一下风险。,未知,03-18 02:40
600900,大家坐好，马上拉升,未知,03-18 02:28
600900,那里来回那去！,未知,03-18 02:17
600900,长电现在死气沉沉的,未知,03-18 01:53
600900,完了！还是卖了吧！,未知,03-18 02:06
600900,拿了半个月，涨了0.6，真牛逼,未知,03-18 02:03
600900,大盘红长江完！,未知,03-18 02:06
600900,拿个半个月，涨了0.6，真牛逼,未知,03-18 02:01
600900,涨的时候落后华能，跌的时候比华能多,未知,03-18 01:58
600900,今天电力多数都涨停板,未知,03-18 01:52
600900,什么问题呀，跌这么狠,未知,03-18 01:17
600900,不想长期拥有长江电力的股民。你们没有必要来长江电力，因为长江电力是稳定分红的地方,未知,03-18 04:51
600900,票是好票，唯一的缺点就是买的散户太多了,未知,03-18 01:23
600900,长江电力今天不红，直接不炒了,未知,03-18 01:12
600900,现在入可以吗？,未知,03-18 01:14
600900,长江电力重新站上30元？增持黔源电力和长江电力的理由重磅！,未知,02-01 10:12
600900,吃面了，说好的天天数钱呢，不是天天涨的吗,未知,03-18 12:05
600900,今天三峡大坝水净流入比之前多了2000立方米每秒，看了是主力在吸筹,未知,03-18 12:55
600900,把它当做小宝宝去呵护吧，不要急着想人家回报你什么。,未知,03-18 12:53
600900,这股票真稳啊，27元左右好久了,未知,03-18 11:16
600900,[爱心][爱心],未知,03-18 11:26
600900,为啥它在跌啊,未知,03-18 11:11
600900,赶紧上车，即将大涨,未知,03-18 10:49
600900,套不死你，,未知,03-18 10:47
600900,资产减去负债保守有80亿，a+b股上市统计，真正的市值是183亿左右，保守估计每,未知,03-18 10:41
600900,水电站的最大优点是无法竞争。你能拿什么跟水电站竞争。最低的电价，又没有地方造。就,未知,03-18 06:08
600900,拜托回到26吧,未知,03-18 10:29
600900,茅台反弹了，长电可以t,未知,03-18 10:26
600900,有多少想出货拿钱去抄底又不敢的？,未知,03-18 10:15
600900,前期没进来的现在就不要找淘宝了，26.8给你机会是又没钱了,未知,03-18 10:16
600900,论茅台与长电的正相关，,未知,03-18 09:42
600900,板块逆子，大A逆子,未知,03-18 10:07
600900,这是要向下了吗？,未知,03-18 10:05
600900,稳的一批,未知,03-18 10:02
600900,水电为什么不涨？？？水电不是能源吗？,未知,03-18 09:03
600900,绝对量化,未知,03-18 09:45
600900,你有点好笑,未知,03-18 09:33
600900,因为我买了所以它不会涨的，除非我卖了,未知,03-18 09:39
600900,吹的天花烂醉，成本30的还在这里没解套呢，赚个锤子的钱,未知,03-18 07:50
600900,今天市场超跌修复+科技领涨+情绪回暖的结构性行情；短期4000点不破则震荡上行，,未知,03-17 07:27
600900,想止盈了，兄弟们，是不是该撤了？,未知,03-17 10:33
600900,长江电力：融资净偿还9226.63万元，融资余额118.73亿元,未知,03-18 07:46
600900,我只想解套，要我解套吧！我不玩了,未知,03-16 10:09
600900,放心大盘不好他不会跌的，护盘28能到的,未知,03-18 07:09
600900,能够确保长期稳定赚钱一万年的只有水电站这样的资源。你们傻好了。很多公司不是今年业,未知,03-18 05:57
600900,三峡集团你听好。你们也是靠长江电力的每年分红发家的。必须保护好长江电力稳步发展，,未知,03-18 05:31
600900,市场只有水电站有护城河。主要因素是电费便宜，长江电力最高32元也有3%以上的股息,未知,03-17 11:24
600900,跌到22吧,未知,03-17 01:59
600900,长江电力，安全区间25.5-27.5，止损价格23.5目标33元,未知,03-17 09:59
600900,今天能不能突破63？,未知,03-17 01:22
600900,快跌跌，跌到20快我梭哈进去,未知,03-17 01:48
600900,电力股中的败类,未知,03-17 02:38
600900,老登死撑,未知,03-17 03:07
600900,能涨停吗，我女朋友跟着开奔驰的跑了,未知,03-17 10:27
600900,今天电力还会补仓，原油绝对会涨，中国绝对要用电替换掉原油,未知,03-17 09:06
600900,市场平均股息率2.3%，像长江电力这么好资产股息率居然有3.7%，是不是严重低估,未知,03-07 10:57
600900,哈哈，要绿你们了,未知,03-17 02:31
600900,稳步前进吗？,未知,03-17 02:24
600900,突破120日线，加油,未知,03-16 10:11
600900,现在的长江电力还是27元。股息率3.7%。因为0.80元在路上。,未知,03-10 04:30
600900,公用事业行业今日净流出资金32.85亿元，金开新能等8股净流出资金超亿元,未知,03-10 05:06
600900,每天赚3000块就好,未知,03-17 11:01
600900,【风险提示】:上证3500以下见！快跑！,未知,03-17 02:07
600900,这里面好幸福啊……,未知,03-17 02:02
600900,今天这是在拼了命的护盘，改天又得回调震荡了。,未知,03-17 01:56
600900,这就是这样,未知,03-17 01:34
600900,能让我吃个涨停吗？这辈子还没吃过涨停,未知,03-17 10:56
600900,电力就是能源，能源就是Token,未知,03-17 11:10
600900,今天能涨2个点吗，对于你来说是大涨了,未知,03-17 10:39
600900,一个半月涨了9%了，没有富贵命，挣得快拿不住了，到27.65就撤。,未知,03-17 11:00
600900,哈哈哈。你会不会来！赚大钱了[哭][得意][得意][微笑][微笑][大笑][大笑,未知,03-17 11:39
600900,站上120日线,未知,03-17 10:46
600900,天天数钱,未知,03-17 10:42
600900,踩着均线，资金开始流入,未知,03-17 10:40
600900,感觉无量，一会就下来了,未知,03-17 10:12
600900,这股想涨太难了，磨死人,未知,03-17 09:36
600900,压舱石,未知,03-17 09:36
600900,三峡水库入库流量达9100流量，大超去年同期。,未知,03-17 05:28
600900,周线走势//测试头肩顶颈线位压力..周线25.17开启的一笔上折返大概率完事了.,未知,03-17 08:02
600900,长江电力：融资净偿还7040.82万元，融资余额119.65亿元,未知,03-17 07:41
600900,建仓中线持有,未知,03-17 07:22
600900,31.13这个数字也算是一个对数顶了吧,未知,03-17 07:26
600900,$化肥农药(SZ980035)$$洲际油气(SH600759)$$长江电力(SH,未知,03-17 07:11
600900,炒股人的思想，因为券商股这二年业绩不会很差，股票应该涨，但他的股价已经严重高估了,未知,03-17 02:56
600900,牛，两边挨打,未知,03-16 02:07
600900,看外部消息全是利好，公司本身基本面也没有问题，期待稳步增长,未知,03-16 06:50
600900,今天走了一半，不知道对否,未知,03-16 08:55
600900,要赚钱听乌鸦嘴，跟庄家，要买家产听我的，买长江电力。,未知,03-16 11:40
600900,长电不到28以上不能下车,未知,03-16 05:16
600900,别的板块都是龙头强，比如601088和300750，为啥600900最弱呢？,未知,03-16 01:49
600900,感觉上长电还是不错的，先买2000股观察几天。,未知,03-16 10:39
600900,这玩意适合长线，除非长江没水，不然大跌不了,未知,03-16 11:02
600900,在当前低利率情况下，从今年开始，我准备把所有的投资分红，定投一只高股息、重资产、,未知,03-15 10:01
600900,大盘有点悬，来这里避避险,未知,03-16 03:47
600900,压盘也多，也是要涨，拭目以待,未知,03-16 02:49
600900,涨一次真难,未知,03-16 01:56
600900,去年八月份开始增持，时间过去一大半了，股价还是这熊样，真不是一般的熊货。,未知,03-16 12:56
600900,狠狠得砸,未知,03-16 01:41
600900,今天能拉红说明是真要涨了,未知,03-16 01:39
600900,26.81本，26.83卖了，等跌回26.81，俺再接回来，嘿嘿，不着急，慢慢玩,未知,03-16 01:25
600900,不理解，别的电力股都涨停了，它为什么别具一格,未知,03-12 10:30
600900,这股是真稳降点吧我好入场啊,未知,03-16 12:47
600900,解套清仓这个绩优垃圾股,未知,03-16 01:30
600900,我只是挂了单，但没想真买啊,未知,03-16 01:27
600900,继续跌，我要26块25块重仓,未知,03-16 01:26
600900,只要差价大，没事t着玩，高抛低吸。有人盼着25元的长江电力，想当初5.54元的长,未知,03-15 11:19
600900,这个价位还能入吗,未知,03-16 12:27
600900,转发,未知,03-16 11:44
600900,冲啊！！！,未知,03-16 11:21
600900,车上的发财27.49出清27.63天没突破估计得回调下，后面再接回来。,未知,03-16 11:06
600900,在26等你，别装了！,未知,03-16 11:05
600900,磨叽啊，走了,未知,03-16 10:45
600900,所有东西都要透过现象看本质。浦发银行净资产20元，万科净资产14元，都是你以为，,未知,03-16 06:50
600900,今天已回本，但我不会卖，好不容易拿这么久了，不到32我不卖,未知,03-09 10:28
600900,大盘腻子涨起来,未知,03-16 09:56
600900,市盈15，这股无敌，不知道能不能到那一天,未知,03-16 09:16
600900,买亏了挂着有分红，买赚了有股票差价。价值投资,未知,03-15 08:57
600900,中期趋势走得相对弱一些，一直是高位回落下来的震荡回落，不过短线整体反弹的其实还不,未知,03-15 11:28
600900,这玩意周一能高开两个点吗,未知,03-15 10:20
600900,根据数据分析，这波操作应该到25元。,未知,03-15 12:54
600900,还是长江电力靠谱啊，马斯克说了以后的货币是电，而长江电力的电是源源不断取之不尽,未知,03-15 05:46
600900,句句都是大白话。没有花里胡哨。为什么要钱来买长江电力。钱是用来赚钱的。也就是钱生,未知,03-15 07:51
600900,托,未知,03-15 04:17
600900,很多公司就是一家公司而已。他们都是为生存活着。根本没有分红能力，没有分红就是一张,未知,03-15 07:35
600900,中国雅江集团准备上市融资,未知,03-14 03:14
600900,二大原因，目前2024年后不应持长电垃圾，长江上没资产需要注入长电；266亿元对,未知,03-15 11:04
600900,1.个人记录，不构成投资建议，盈亏自负2.记录日常，不荐股、不预测，理性投资3.,未知,03-12 08:39
600900,定投加股息复投，慢慢变富，牢固树立股权思维。,未知,03-15 07:31
600900,A股最适合长期持有的股票,未知,03-14 09:59
600900,目前股息律3.44.大家认为股息达到多少可以买进呢？,未知,03-15 07:22
600900,$成都银行(SH601838)$$长江电力(SH600900)$$农业银行(SH,未知,03-15 06:02
600900,股票的真正价值没有一个比我懂，长江电力融资还可以赚钱。全市场第一，别的都没有护城,未知,03-14 11:31
600900,向下唯有退市，别无第二条路，已经混了这么多年了，很不错了……,未知,03-13 04:57
600900,25.55的成本准备长期持有啦,未知,03-14 08:47
600900,豆包让我买长江电力，已经一个月了，目前赚五个点,未知,03-13 01:07
600900,为什么在传长江电力会退市，，什么意思？？,未知,03-13 06:18
600900,投资要投资确定性的东西，在确定性的基础上考虑成长性。铜涨价了，不一定铜的股票会涨,未知,03-14 06:32
600900,什么市盈率。净资产，都没有实质性意义。只有我才懂股票。,未知,03-13 08:08
600900,看好电力。我最近每天看手机都在十个小时左右，一天充电两次,未知,03-14 10:22
600900,为什么不买股息率6%的银行股票。都是因为银行有多少要不回来的坏账，谁也说不清楚，,未知,03-14 10:02
600900,长电年报分红0.76，拭目以待！,未知,03-14 12:23
600900,不会退的,未知,03-14 09:06
600900,我在股市18年。家里所有直线亲属坚决不让碰股票。输钱还好，赚钱了这辈子完了。看看,未知,03-12 11:50
600900,公司9-30的有息负债2195亿，损益表的财务费用72亿，平均利率折算将近4%，,未知,02-13 02:45
600900,长江只能作为长期投资，短期获利的不适合,未知,03-05 02:01
600900,长江电力：融资净偿还7207.14万元，融资余额120.36亿元,未知,03-14 07:41
600900,今天早上进的，跟上的同学们等着发财他还在调整中，所以，还是拿着先。今天是赚钱的，,未知,03-06 06:32
600900,长江电力一元分红。有多少护城河。2024年赚钱530亿。2025年赚钱240亿。,未知,03-13 11:18
600900,尊敬的董秘您好，我是长江电力（600900）的投资者。近期网络上出现公司将退市的,未知,03-13 06:23
600900,长江电力能作为长期持有的票吗,未知,03-13 11:04
600900,话说长电到底是怎么做到上蹿下跳的？,未知,03-13 11:55
600900,尊敬的董秘您好，我是长江电力（600900）投资者。近期全国统一电力市场改革推进,未知,03-13 06:26
600900,当初30多元，有国家电网不让上网的消息，就没想过这票要退市吗？,未知,03-13 05:00
600900,会不会就是简简单单的直接退市？连续几十个跌停没见过吗？,未知,03-13 04:59
600900,挣个分红清仓了,未知,03-13 08:21
600900,30元融资满仓长江电力。就这个票。敢。,未知,03-13 07:57
600900,股息率太低了！！！！,未知,03-13 02:37
600900,市盈率不到15左右不敢入，股息率不到4左右不敢入,未知,03-13 03:07
600900,作孽啊，遇到吊车尾,未知,03-13 02:58
