股票代码,页码,标题,时间
300011,1,车轴红了比干电气的鼎汉技术强一些,04-02 10:58
300011,1,大少爷您又怎么了？？？？,04-02 10:55
300011,1,水下负4个多点买入晋西车轴600495下午翻红涨停板，胆子大的可能跟上吃肉、,04-02 10:45
300011,1,满仓，,04-02 10:48
300011,1,这个票是量化控盘，量化实时监控贴吧语料，只要你们还在讨论，还在看好，还在抄底，这,04-02 10:40
300011,1,7.4挡不住,04-02 10:36
300011,1,明德机器人不入股了十万块钱吗,04-02 10:35
300011,1,鼎汉技术我服气了,04-02 10:28
300011,1,果断加仓干！,04-02 10:27
300011,1,和金鹰重工一个走势,04-02 10:27
300011,1,亏损股不要碰,04-02 09:42
300011,1,跟跌不跟涨，烂透了！,04-02 10:18
300011,1,太了！！！,04-02 10:13
300011,1,烂股一个,04-02 10:12
300011,1,汉~~~你是有啥利空吗？,04-02 09:58
300011,1,利空提前释放？,04-02 09:57
300011,1,老汉实在是推不动了,04-02 09:56
300011,1,高铁今天又大涨了,04-02 09:42
300011,1,今天又是跌的一天,04-02 09:36
300011,1,还是人嘛,04-02 09:36
300011,1,孙子，集合竞价玩惊吓,04-02 09:20
300011,2,根据老嘚毛的周线运行空间，下方支撑位在6.77，中途拦截线是7.21，6.77下,04-04 05:16
300011,2,9.87-7.29=2.58*50000=-129000，嗯,04-03 11:22
300011,2,各位化债股东，想好什么时候交卷了吗？,04-03 11:20
300011,2,6.95又可以抄底了,04-03 10:58
300011,2,罪过啊，又给鸟毛造成压力了,04-03 11:33
300011,2,老嘚毛你砸我啊,04-03 11:48
300011,2,我挂6块06了,04-03 09:20
300011,2,又到了一键清仓再也不来的季节了,04-02 03:52
300011,2,儿子使劲砸,04-02 11:05
300011,2,今天涨停,04-02 09:26
300011,2,不撤单我鼎你个月市,04-02 09:20
300011,2,赶紧下来，庄你敢吗？,04-02 09:18
300011,2,鼎你个月市,04-02 09:18
300011,2,盘前预警，量能缩不到位不出手,04-02 09:01
300011,2,今年是动车五级修+城轨线路大修之年，业绩拐点。鼎汉股价足够便宜了,04-01 12:06
300011,2,这一觉睡了12小时骨头都要散了，眼酸腰酸胳膊酸,04-02 05:59
300011,2,老汉还是有技术明天支持一下,04-01 11:51
300011,2,A股四月开门红创业板指大涨近2%近4500只股飘红,04-01 03:35
300011,2,鼎汉技术:关于全资子公司工商登记变更的公告,04-01 05:54
300011,2,鼎汉技术：关于全资子公司工商登记变更的公告,04-01 10:05
300011,2,乱来，大盘暴涨56点能大跌还有天理,04-01 09:58
300011,2,鼎汉技术战略参股明德机器人,03-31 12:23
300011,2,这只拉圾股，已经彻底完蛋了,04-01 09:26
300011,2,……,04-01 09:02
300011,2,15年到现在！高高挂起,04-01 08:22
300011,2,大盘像个样，老汉摔个个子,04-01 07:58
300011,2,这老汉真扑街一个涨停都不能解套,04-01 02:32
300011,2,鼎汉技术拉圾庄家，庄家中的败类！,04-01 03:20
300011,2,今天洗的漂亮，明天低开高走，压力位8.7,04-01 03:00
300011,2,买入！现在看什么K线图形指标会让亏的裤衩子都没有＂全是量化主力说了算的，鼎汉技术,04-01 02:46
300011,2,明天反弹，今天深洗盘而已,04-01 01:52
300011,2,想出风头想疯了，逆势戴，天天戴千万别摘,04-01 02:11
300011,2,垃圾,04-01 02:10
300011,2,涨就不靠前，跌就牛,04-01 02:09
300011,2,买它的都是什么人,04-01 01:43
300011,2,这股2025年看来又亏损了,04-01 02:01
300011,2,无耻到极致,04-01 01:59
300011,2,扑街,04-01 01:49
300011,2,含7啦你,04-01 01:43
300011,2,看这走势，像是昨天涨停了,04-01 01:42
300011,2,上方筹码全部被散户锁定了,04-01 01:36
300011,2,跌幅榜第一名,04-01 01:24
300011,2,现在这种行情下，三连阳的股大部分都要跌。我吃过好几次亏了,04-01 10:26
300011,2,又破年线了,04-01 01:17
300011,2,昨天涨还不够今天跌的，啥玩意,04-01 01:16
300011,2,主力说这里面进了一只秃顶老登，穷还要用这只票洗死它,04-01 01:15
300011,2,抄底,04-01 01:13
300011,2,三年内不拿这票随便买什么票都翻5到10倍了，这票能不退市都烧高香了,04-01 01:06
300011,2,晕嘚乎的去银行提了2000个，农忙要开始了希望秋天有个好收成，大方向上环境还是量,04-01 12:37
300011,2,，都是昨天追高想捞一把的小散和量化在砸，下午就抬起来了,04-01 12:31
300011,2,九万走的很彻底，给鸟毛减减压力,04-01 11:54
300011,2,醉,04-01 11:41
300011,2,高铁。放烟花,04-01 11:40
300011,2,看看当前两位用对自己的狠劲成就事业的人，张雪和张雪峰的故事，人，只有对自己狠一点,04-01 11:23
300011,2,行业中的败类！,04-01 11:35
300011,2,大涨后大跌还可以理解，你也不是这回事呀，真恶心,04-01 11:25
300011,2,含屋产,04-01 11:24
300011,2,这扑街,04-01 11:23
300011,2,套人的节奏,04-01 11:23
300011,2,板块涨是一点不跟板块跌你是真爹啊,04-01 11:23
300011,2,是因为我买了才跌的吗？,04-01 11:21
300011,2,创业板换手率少于7的股清仓告辞,04-01 09:49
300011,2,现实生活中很多人身上有股劲儿，但全用在反面上，跟别人都是只会较劲了——顶嘴、冷战,04-01 11:15
300011,2,儿子赶紧下来,04-01 11:13
300011,2,这个股确实被高看了,04-01 11:11
300011,2,垃圾赶紧下来，别演了,04-01 11:02
300011,2,都说了今天必跌。被日量化玩花了。涨不起来跌的比谁都很,04-01 09:49
300011,2,很明显的洗盘抄底！,04-01 10:14
300011,2,抄底！,04-01 10:07
300011,2,庄家,04-01 10:03
300011,2,主力说这票有烂人，得延长横盘数年,04-01 09:48
300011,2,这个股真恶心了,04-01 09:47
300011,2,这扑街汉为啥不跟大盘？,04-01 09:43
300011,2,主力你缺钱缺成这样吗,04-01 09:43
300011,2,都能被他气死,04-01 09:42
300011,2,的,04-01 09:41
